ID, Wait Time, Turnaround Time, Quantum = 50, Dispatch = 0
228560.765625, 229075.609375
ID, Wait Time, Turnaround Time, Quantum = 50, Dispatch = 5
259796.140625, 260311.343750
ID, Wait Time, Turnaround Time, Quantum = 50, Dispatch = 10
297959.906250, 298474.812500
ID, Wait Time, Turnaround Time, Quantum = 50, Dispatch = 15
335960.500000, 336475.281250
ID, Wait Time, Turnaround Time, Quantum = 50, Dispatch = 20
373559.406250, 374074.531250
ID, Wait Time, Turnaround Time, Quantum = 50, Dispatch = 25
411465.468750, 411980.281250
ID, Wait Time, Turnaround Time, Quantum = 100, Dispatch = 0
220126.546875, 220641.546875
ID, Wait Time, Turnaround Time, Quantum = 100, Dispatch = 5
236211.796875, 236726.796875
ID, Wait Time, Turnaround Time, Quantum = 100, Dispatch = 10
255554.859375, 256069.953125
ID, Wait Time, Turnaround Time, Quantum = 100, Dispatch = 15
274959.718750, 275474.625000
ID, Wait Time, Turnaround Time, Quantum = 100, Dispatch = 20
294279.156250, 294794.250000
ID, Wait Time, Turnaround Time, Quantum = 100, Dispatch = 25
313852.437500, 314367.375000
ID, Wait Time, Turnaround Time, Quantum = 250, Dispatch = 0
206289.234375, 206804.265625
ID, Wait Time, Turnaround Time, Quantum = 250, Dispatch = 5
213409.468750, 213924.500000
ID, Wait Time, Turnaround Time, Quantum = 250, Dispatch = 10
221494.375000, 222009.484375
ID, Wait Time, Turnaround Time, Quantum = 250, Dispatch = 15
229676.671875, 230191.687500
ID, Wait Time, Turnaround Time, Quantum = 250, Dispatch = 20
237838.203125, 238353.078125
ID, Wait Time, Turnaround Time, Quantum = 250, Dispatch = 25
246116.750000, 246631.750000
ID, Wait Time, Turnaround Time, Quantum = 500, Dispatch = 0
185760.875000, 186275.953125
ID, Wait Time, Turnaround Time, Quantum = 500, Dispatch = 5
189830.296875, 190345.062500
ID, Wait Time, Turnaround Time, Quantum = 500, Dispatch = 10
194232.453125, 194747.437500
ID, Wait Time, Turnaround Time, Quantum = 500, Dispatch = 15
198630.093750, 199145.093750
ID, Wait Time, Turnaround Time, Quantum = 500, Dispatch = 20
203043.734375, 203558.687500
ID, Wait Time, Turnaround Time, Quantum = 500, Dispatch = 25
207437.031250, 207952.093750
